ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
IAH,"Houston, TX",SWF,"Newburgh/Poughkeepsie, NY"
IAH,"Houston, TX",SNA,"Santa Ana, CA"
IAH,"Houston, TX",TUS,"Tucson, AZ"
IAH,"Houston, TX",DCA,"Washington, DC"
IAH,"Houston, TX",RSW,"Fort Myers, FL"
IAH,"Houston, TX",PNS,"Pensacola, FL"
IAH,"Houston, TX",MCO,"Orlando, FL"
IAH,"Houston, TX",PBI,"West Palm Beach/Palm Beach, FL"
IAH,"Houston, TX",MFE,"Mission/McAllen/Edinburg, TX"
IAH,"Houston, TX",CLE,"Cleveland, OH"
IAH,"Houston, TX",MIA,"Miami, FL"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",SAT,"San Antonio, TX"
IAH,"Houston, TX",CMH,"Columbus, OH"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",STT,"Charlotte Amalie, VI"
IAH,"Houston, TX",JAX,"Jacksonville, FL"
IAH,"Houston, TX",BWI,"Baltimore, MD"
IAH,"Houston, TX",EGE,"Eagle, CO"
IAH,"Houston, TX",MSP,"Minneapolis, MN"
IAH,"Houston, TX",JAC,"Jackson, WY"
IAH,"Houston, TX",ABQ,"Albuquerque, NM"
IAH,"Houston, TX",MSY,"New Orleans, LA"
IAH,"Houston, TX",PIT,"Pittsburgh, PA"
IAH,"Houston, TX",IAD,"Washington, DC"
IAH,"Houston, TX",DFW,"Dallas/Fort Worth, TX"
IAH,"Houston, TX",BDL,"Hartford, CT"
IAH,"Houston, TX",LGA,"New York, NY"
IAH,"Houston, TX",FLL,"Fort Lauderdale, FL"
IAH,"Houston, TX",PHX,"Phoenix, AZ"
IAH,"Houston, TX",AUS,"Austin, TX"
IAH,"Houston, TX",SNA,"Santa Ana, CA"
IAH,"Houston, TX",DCA,"Washington, DC"
IAH,"Houston, TX",RSW,"Fort Myers, FL"
IAH,"Houston, TX",PNS,"Pensacola, FL"
IAH,"Houston, TX",OKC,"Oklahoma City, OK"
IAH,"Houston, TX",MFE,"Mission/McAllen/Edinburg, TX"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",IAD,"Washington, DC"
IAH,"Houston, TX",LAX,"Los Angeles, CA"
IAH,"Houston, TX",MCO,"Orlando, FL"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",IAD,"Washington, DC"
IAH,"Houston, TX",LAX,"Los Angeles, CA"
IAH,"Houston, TX",MCO,"Orlando, FL"
IAH,"Houston, TX",CLE,"Cleveland, OH"
IAH,"Houston, TX",MIA,"Miami, FL"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",ONT,"Ontario, CA"
IAH,"Houston, TX",SAT,"San Antonio, TX"
IAH,"Houston, TX",SMF,"Sacramento, CA"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",OMA,"Omaha, NE"
IAH,"Houston, TX",TPA,"Tampa, FL"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",SLC,"Salt Lake City, UT"
IAH,"Houston, TX",LAS,"Las Vegas, NV"
IAH,"Houston, TX",SAN,"San Diego, CA"
IAH,"Houston, TX",JAX,"Jacksonville, FL"
IAH,"Houston, TX",BWI,"Baltimore, MD"
IAH,"Houston, TX",MSP,"Minneapolis, MN"
IAH,"Houston, TX",SEA,"Seattle, WA"
IAH,"Houston, TX",PDX,"Portland, OR"
IAH,"Houston, TX",MEM,"Memphis, TN"
IAH,"Houston, TX",IND,"Indianapolis, IN"
IAH,"Houston, TX",RDU,"Raleigh/Durham, NC"
IAH,"Houston, TX",MSY,"New Orleans, LA"
IAH,"Houston, TX",PIT,"Pittsburgh, PA"
IAH,"Houston, TX",IAD,"Washington, DC"
IAH,"Houston, TX",DFW,"Dallas/Fort Worth, TX"
IAH,"Houston, TX",TUL,"Tulsa, OK"
IAH,"Houston, TX",LAX,"Los Angeles, CA"
IAH,"Houston, TX",SJC,"San Jose, CA"
IAH,"Houston, TX",FLL,"Fort Lauderdale, FL"
IAH,"Houston, TX",BOS,"Boston, MA"
IAH,"Houston, TX",PHX,"Phoenix, AZ"
IAH,"Houston, TX",SJU,"San Juan, PR"
IAH,"Houston, TX",SFO,"San Francisco, CA"
IAH,"Houston, TX",AUS,"Austin, TX"
IAH,"Houston, TX",TUS,"Tucson, AZ"
IAH,"Houston, TX",RSW,"Fort Myers, FL"
IAH,"Houston, TX",MCO,"Orlando, FL"
IAH,"Houston, TX",PBI,"West Palm Beach/Palm Beach, FL"
IAH,"Houston, TX",DSM,"Des Moines, IA"
IAH,"Houston, TX",MFE,"Mission/McAllen/Edinburg, TX"
IAH,"Houston, TX",MIA,"Miami, FL"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",STL,"St. Louis, MO"
IAH,"Houston, TX",ONT,"Ontario, CA"
IAH,"Houston, TX",SAT,"San Antonio, TX"
IAH,"Houston, TX",SMF,"Sacramento, CA"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",OMA,"Omaha, NE"
IAH,"Houston, TX",TPA,"Tampa, FL"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",LAS,"Las Vegas, NV"
IAH,"Houston, TX",BWI,"Baltimore, MD"
IAH,"Houston, TX",MSP,"Minneapolis, MN"
IAH,"Houston, TX",SEA,"Seattle, WA"
IAH,"Houston, TX",RNO,"Reno, NV"
IAH,"Houston, TX",PDX,"Portland, OR"
IAH,"Houston, TX",GJT,"Grand Junction, CO"
IAH,"Houston, TX",MAF,"Midland/Odessa, TX"
IAH,"Houston, TX",AMA,"Amarillo, TX"
IAH,"Houston, TX",ABQ,"Albuquerque, NM"
IAH,"Houston, TX",CLT,"Charlotte, NC"
IAH,"Houston, TX",MSY,"New Orleans, LA"
IAH,"Houston, TX",PIT,"Pittsburgh, PA"
IAH,"Houston, TX",IAD,"Washington, DC"
IAH,"Houston, TX",DFW,"Dallas/Fort Worth, TX"
IAH,"Houston, TX",BDL,"Hartford, CT"
IAH,"Houston, TX",BNA,"Nashville, TN"
IAH,"Houston, TX",LGA,"New York, NY"
IAH,"Houston, TX",TUL,"Tulsa, OK"
IAH,"Houston, TX",LAX,"Los Angeles, CA"
IAH,"Houston, TX",FLL,"Fort Lauderdale, FL"
IAH,"Houston, TX",PHX,"Phoenix, AZ"
IAH,"Houston, TX",AUS,"Austin, TX"
IAH,"Houston, TX",SNA,"Santa Ana, CA"
IAH,"Houston, TX",HDN,"Hayden, CO"
IAH,"Houston, TX",TUS,"Tucson, AZ"
IAH,"Houston, TX",DCA,"Washington, DC"
IAH,"Houston, TX",RSW,"Fort Myers, FL"
IAH,"Houston, TX",PNS,"Pensacola, FL"
IAH,"Houston, TX",MCO,"Orlando, FL"
IAH,"Houston, TX",PBI,"West Palm Beach/Palm Beach, FL"
IAH,"Houston, TX",MIA,"Miami, FL"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",STL,"St. Louis, MO"
IAH,"Houston, TX",ONT,"Ontario, CA"
IAH,"Houston, TX",SAT,"San Antonio, TX"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",OMA,"Omaha, NE"
IAH,"Houston, TX",TPA,"Tampa, FL"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",LAS,"Las Vegas, NV"
IAH,"Houston, TX",BWI,"Baltimore, MD"
IAH,"Houston, TX",MSP,"Minneapolis, MN"
IAH,"Houston, TX",SEA,"Seattle, WA"
IAH,"Houston, TX",RNO,"Reno, NV"
IAH,"Houston, TX",PDX,"Portland, OR"
IAH,"Houston, TX",MAF,"Midland/Odessa, TX"
IAH,"Houston, TX",MEM,"Memphis, TN"
IAH,"Houston, TX",RDU,"Raleigh/Durham, NC"
IAH,"Houston, TX",PHL,"Philadelphia, PA"
IAH,"Houston, TX",MSY,"New Orleans, LA"
IAH,"Houston, TX",PIT,"Pittsburgh, PA"
IAH,"Houston, TX",IAD,"Washington, DC"
IAH,"Houston, TX",DFW,"Dallas/Fort Worth, TX"
IAH,"Houston, TX",BDL,"Hartford, CT"
IAH,"Houston, TX",LGA,"New York, NY"
IAH,"Houston, TX",ATL,"Atlanta, GA"
IAH,"Houston, TX",LAX,"Los Angeles, CA"
IAH,"Houston, TX",FLL,"Fort Lauderdale, FL"
IAH,"Houston, TX",BOS,"Boston, MA"
IAH,"Houston, TX",PHX,"Phoenix, AZ"
IAH,"Houston, TX",SFO,"San Francisco, CA"
IAH,"Houston, TX",AUS,"Austin, TX"
IAH,"Houston, TX",SNA,"Santa Ana, CA"
IAH,"Houston, TX",HDN,"Hayden, CO"
IAH,"Houston, TX",TUS,"Tucson, AZ"
IAH,"Houston, TX",DCA,"Washington, DC"
IAH,"Houston, TX",RSW,"Fort Myers, FL"
IAH,"Houston, TX",PNS,"Pensacola, FL"
IAH,"Houston, TX",MCO,"Orlando, FL"
IAH,"Houston, TX",PBI,"West Palm Beach/Palm Beach, FL"
IAH,"Houston, TX",MFE,"Mission/McAllen/Edinburg, TX"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",HNL,"Honolulu, HI"
IAH,"Houston, TX",SFO,"San Francisco, CA"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",LAX,"Los Angeles, CA"
IAH,"Houston, TX",MIA,"Miami, FL"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",SAT,"San Antonio, TX"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",TPA,"Tampa, FL"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",SLC,"Salt Lake City, UT"
IAH,"Houston, TX",LAS,"Las Vegas, NV"
IAH,"Houston, TX",SAN,"San Diego, CA"
IAH,"Houston, TX",BWI,"Baltimore, MD"
IAH,"Houston, TX",SEA,"Seattle, WA"
IAH,"Houston, TX",IND,"Indianapolis, IN"
IAH,"Houston, TX",PIT,"Pittsburgh, PA"
IAH,"Houston, TX",IAD,"Washington, DC"
IAH,"Houston, TX",DFW,"Dallas/Fort Worth, TX"
IAH,"Houston, TX",BNA,"Nashville, TN"
IAH,"Houston, TX",FLL,"Fort Lauderdale, FL"
IAH,"Houston, TX",PHX,"Phoenix, AZ"
IAH,"Houston, TX",AUS,"Austin, TX"
IAH,"Houston, TX",RSW,"Fort Myers, FL"
IAH,"Houston, TX",MCO,"Orlando, FL"
IAH,"Houston, TX",PBI,"West Palm Beach/Palm Beach, FL"
IAH,"Houston, TX",SFO,"San Francisco, CA"
IAH,"Houston, TX",MIA,"Miami, FL"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",SAT,"San Antonio, TX"
IAH,"Houston, TX",SMF,"Sacramento, CA"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",OMA,"Omaha, NE"
IAH,"Houston, TX",TPA,"Tampa, FL"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",LAS,"Las Vegas, NV"
IAH,"Houston, TX",SAN,"San Diego, CA"
IAH,"Houston, TX",BWI,"Baltimore, MD"
IAH,"Houston, TX",PDX,"Portland, OR"
IAH,"Houston, TX",MEM,"Memphis, TN"
IAH,"Houston, TX",IND,"Indianapolis, IN"
IAH,"Houston, TX",RDU,"Raleigh/Durham, NC"
IAH,"Houston, TX",MSY,"New Orleans, LA"
IAH,"Houston, TX",PIT,"Pittsburgh, PA"
IAH,"Houston, TX",TUL,"Tulsa, OK"
IAH,"Houston, TX",LAX,"Los Angeles, CA"
IAH,"Houston, TX",SJC,"San Jose, CA"
IAH,"Houston, TX",FLL,"Fort Lauderdale, FL"
IAH,"Houston, TX",BOS,"Boston, MA"
IAH,"Houston, TX",PHX,"Phoenix, AZ"
IAH,"Houston, TX",SFO,"San Francisco, CA"
IAH,"Houston, TX",AUS,"Austin, TX"
IAH,"Houston, TX",TUS,"Tucson, AZ"
IAH,"Houston, TX",RSW,"Fort Myers, FL"
IAH,"Houston, TX",MCO,"Orlando, FL"
IAH,"Houston, TX",PBI,"West Palm Beach/Palm Beach, FL"
IAH,"Houston, TX",DSM,"Des Moines, IA"
IAH,"Houston, TX",MFE,"Mission/McAllen/Edinburg, TX"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",SFO,"San Francisco, CA"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",SMF,"Sacramento, CA"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",OMA,"Omaha, NE"
IAH,"Houston, TX",TPA,"Tampa, FL"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",MSY,"New Orleans, LA"
IAH,"Houston, TX",IAD,"Washington, DC"
IAH,"Houston, TX",LAX,"Los Angeles, CA"
IAH,"Houston, TX",BOS,"Boston, MA"
IAH,"Houston, TX",SFO,"San Francisco, CA"
IAH,"Houston, TX",XNA,"Fayetteville, AR"
IAH,"Houston, TX",MIA,"Miami, FL"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",SJU,"San Juan, PR"
IAH,"Houston, TX",IAD,"Washington, DC"
IAH,"Houston, TX",TPA,"Tampa, FL"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",LAS,"Las Vegas, NV"
IAH,"Houston, TX",DAL,"Dallas, TX"
IAH,"Houston, TX",MSY,"New Orleans, LA"
IAH,"Houston, TX",BNA,"Nashville, TN"
IAH,"Houston, TX",PHX,"Phoenix, AZ"
IAH,"Houston, TX",MDW,"Chicago, IL"
IAH,"Houston, TX",MCO,"Orlando, FL"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",DAL,"Dallas, TX"
IAH,"Houston, TX",BNA,"Nashville, TN"
IAH,"Houston, TX",MDW,"Chicago, IL"
IAH,"Houston, TX",MIA,"Miami, FL"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",SAT,"San Antonio, TX"
IAH,"Houston, TX",CLT,"Charlotte, NC"
IAH,"Houston, TX",DFW,"Dallas/Fort Worth, TX"
IAH,"Houston, TX",AUS,"Austin, TX"
IAH,"Houston, TX",MIA,"Miami, FL"
IAH,"Houston, TX",PHL,"Philadelphia, PA"
IAH,"Houston, TX",DFW,"Dallas/Fort Worth, TX"
IAH,"Houston, TX",LGA,"New York, NY"
IAH,"Houston, TX",MSY,"New Orleans, LA"
IAH,"Houston, TX",DTW,"Detroit, MI"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",LAX,"Los Angeles, CA"
IAH,"Houston, TX",MCO,"Orlando, FL"
IAH,"Houston, TX",DTW,"Detroit, MI"
IAH,"Houston, TX",MIA,"Miami, FL"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",TPA,"Tampa, FL"
IAH,"Houston, TX",LAS,"Las Vegas, NV"
IAH,"Houston, TX",BWI,"Baltimore, MD"
IAH,"Houston, TX",MYR,"Myrtle Beach, SC"
IAH,"Houston, TX",MSY,"New Orleans, LA"
IAH,"Houston, TX",ATL,"Atlanta, GA"
IAH,"Houston, TX",LAX,"Los Angeles, CA"
IAH,"Houston, TX",FLL,"Fort Lauderdale, FL"
IAH,"Houston, TX",MCO,"Orlando, FL"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",DEN,"Denver, CO"
IAH,"Houston, TX",LAS,"Las Vegas, NV"
IAH,"Houston, TX",MSY,"New Orleans, LA"
IAH,"Houston, TX",FLL,"Fort Lauderdale, FL"
IAH,"Houston, TX",DTW,"Detroit, MI"
IAH,"Houston, TX",MIA,"Miami, FL"
IAH,"Houston, TX",ORD,"Chicago, IL"
IAH,"Houston, TX",EWR,"Newark, NJ"
IAH,"Houston, TX",TPA,"Tampa, FL"
IAH,"Houston, TX",LAS,"Las Vegas, NV"
IAH,"Houston, TX",BWI,"Baltimore, MD"
IAH,"Houston, TX",ATL,"Atlanta, GA"
IAH,"Houston, TX",LAX,"Los Angeles, CA"
IAH,"Houston, TX",FLL,"Fort Lauderdale, FL"
IAH,"Houston, TX",AUS,"Austin, TX"
IAH,"Houston, TX",MCO,"Orlando, FL"
IAN,"Kiana, AK",OME,"Nome, AK"
IAN,"Kiana, AK",OTZ,"Kotzebue, AK"
IAN,"Kiana, AK",ORV,"Noorvik, AK"
IAN,"Kiana, AK",OTZ,"Kotzebue, AK"
IAN,"Kiana, AK",ORV,"Noorvik, AK"
IAN,"Kiana, AK",OTZ,"Kotzebue, AK"
IAN,"Kiana, AK",BKC,"Buckland, AK"
IAN,"Kiana, AK",RDB,"Red Dog, AK"
IAN,"Kiana, AK",ORV,"Noorvik, AK"
IAN,"Kiana, AK",ABL,"Ambler, AK"
IAN,"Kiana, AK",SHG,"Shungnak, AK"
IAN,"Kiana, AK",WLK,"Selawik, AK"
IAN,"Kiana, AK",WTK,"Noatak, AK"
IAN,"Kiana, AK",OTZ,"Kotzebue, AK"
ICT,"Wichita, KS",ATL,"Atlanta, GA"
ICT,"Wichita, KS",ATL,"Atlanta, GA"
ICT,"Wichita, KS",SEA,"Seattle, WA"
ICT,"Wichita, KS",BUR,"Burbank, CA"
ICT,"Wichita, KS",ORD,"Chicago, IL"
ICT,"Wichita, KS",DEN,"Denver, CO"
ICT,"Wichita, KS",MSP,"Minneapolis, MN"
ICT,"Wichita, KS",ORD,"Chicago, IL"
ICT,"Wichita, KS",IAH,"Houston, TX"
ICT,"Wichita, KS",DEN,"Denver, CO"
ICT,"Wichita, KS",SLC,"Salt Lake City, UT"
ICT,"Wichita, KS",MSP,"Minneapolis, MN"
ICT,"Wichita, KS",DFW,"Dallas/Fort Worth, TX"
ICT,"Wichita, KS",OKC,"Oklahoma City, OK"
ICT,"Wichita, KS",LRD,"Laredo, TX"
ICT,"Wichita, KS",DRT,"Del Rio, TX"
ICT,"Wichita, KS",ELP,"El Paso, TX"
ICT,"Wichita, KS",ELP,"El Paso, TX"
ICT,"Wichita, KS",YIP,"Detroit, MI"
ICT,"Wichita, KS",SAT,"San Antonio, TX"
ICT,"Wichita, KS",TYS,"Knoxville, TN"
ICT,"Wichita, KS",SUX,"Sioux City, IA"
ICT,"Wichita, KS",SFO,"San Francisco, CA"
ICT,"Wichita, KS",AEX,"Alexandria, LA"
ICT,"Wichita, KS",EWR,"Newark, NJ"
ICT,"Wichita, KS",SDF,"Louisville, KY"
ICT,"Wichita, KS",STL,"St. Louis, MO"
ICT,"Wichita, KS",SGF,"Springfield, MO"
ICT,"Wichita, KS",PHX,"Phoenix, AZ"
ICT,"Wichita, KS",SBD,"San Bernardino, CA"
ICT,"Wichita, KS",SDF,"Louisville, KY"
ICT,"Wichita, KS",GCK,"Garden City, KS"
ICT,"Wichita, KS",FAT,"Fresno, CA"
ICT,"Wichita, KS",MEM,"Memphis, TN"
ICT,"Wichita, KS",AFW,"Dallas/Fort Worth, TX"
ICT,"Wichita, KS",AFW,"Dallas/Fort Worth, TX"
ICT,"Wichita, KS",DFW,"Dallas/Fort Worth, TX"
ICT,"Wichita, KS",DFW,"Dallas/Fort Worth, TX"
ICT,"Wichita, KS",DFW,"Dallas/Fort Worth, TX"
ICT,"Wichita, KS",ORD,"Chicago, IL"
ICT,"Wichita, KS",GCK,"Garden City, KS"
ICT,"Wichita, KS",DFW,"Dallas/Fort Worth, TX"
ICT,"Wichita, KS",ORD,"Chicago, IL"
ICT,"Wichita, KS",DFW,"Dallas/Fort Worth, TX"
ICT,"Wichita, KS",ORD,"Chicago, IL"
ICT,"Wichita, KS",ORD,"Chicago, IL"
ICT,"Wichita, KS",MSY,"New Orleans, LA"
ICT,"Wichita, KS",ATL,"Atlanta, GA"
ICT,"Wichita, KS",IAH,"Houston, TX"
ICT,"Wichita, KS",DEN,"Denver, CO"
ICT,"Wichita, KS",ORD,"Chicago, IL"
ICT,"Wichita, KS",DEN,"Denver, CO"
ICT,"Wichita, KS",DEN,"Denver, CO"
ICT,"Wichita, KS",DEN,"Denver, CO"
ICT,"Wichita, KS",DEN,"Denver, CO"
ICT,"Wichita, KS",JAX,"Jacksonville, FL"
ICT,"Wichita, KS",YIP,"Detroit, MI"
ICT,"Wichita, KS",IFP,"Bullhead City, AZ"
ICT,"Wichita, KS",RNO,"Reno, NV"
ICT,"Wichita, KS",STL,"St. Louis, MO"
ICT,"Wichita, KS",DEN,"Denver, CO"
ICT,"Wichita, KS",LAS,"Las Vegas, NV"
ICT,"Wichita, KS",PHX,"Phoenix, AZ"
ICT,"Wichita, KS",STL,"St. Louis, MO"
ICT,"Wichita, KS",DEN,"Denver, CO"
ICT,"Wichita, KS",LAS,"Las Vegas, NV"
ICT,"Wichita, KS",PHX,"Phoenix, AZ"
ICT,"Wichita, KS",DEN,"Denver, CO"
ICT,"Wichita, KS",VPS,"Valparaiso, FL"
ICT,"Wichita, KS",LAS,"Las Vegas, NV"
ICT,"Wichita, KS",AZA,"Phoenix, AZ"
ICT,"Wichita, KS",SFB,"Sanford, FL"
ICT,"Wichita, KS",PIE,"St. Petersburg, FL"
ICT,"Wichita, KS",LAS,"Las Vegas, NV"
ICT,"Wichita, KS",AZA,"Phoenix, AZ"
ICT,"Wichita, KS",SFB,"Sanford, FL"
ICT,"Wichita, KS",PIE,"St. Petersburg, FL"
IDA,"Idaho Falls, ID",SEA,"Seattle, WA"
IDA,"Idaho Falls, ID",DEN,"Denver, CO"
IDA,"Idaho Falls, ID",SLC,"Salt Lake City, UT"
IDA,"Idaho Falls, ID",SLC,"Salt Lake City, UT"
IDA,"Idaho Falls, ID",RAP,"Rapid City, SD"
IDA,"Idaho Falls, ID",DEN,"Denver, CO"
IDA,"Idaho Falls, ID",GTF,"Great Falls, MT"
IDA,"Idaho Falls, ID",SGU,"St. George, UT"
IDA,"Idaho Falls, ID",DEN,"Denver, CO"
IDA,"Idaho Falls, ID",SLC,"Salt Lake City, UT"
IDA,"Idaho Falls, ID",DFW,"Dallas/Fort Worth, TX"
IDA,"Idaho Falls, ID",PHX,"Phoenix, AZ"
IDA,"Idaho Falls, ID",AUS,"Austin, TX"
IDA,"Idaho Falls, ID",SLC,"Salt Lake City, UT"
IDA,"Idaho Falls, ID",SLC,"Salt Lake City, UT"
IDA,"Idaho Falls, ID",DEN,"Denver, CO"
IDA,"Idaho Falls, ID",LAS,"Las Vegas, NV"
IDA,"Idaho Falls, ID",AZA,"Phoenix, AZ"
IDA,"Idaho Falls, ID",PDX,"Portland, OR"
IDA,"Idaho Falls, ID",LAS,"Las Vegas, NV"
IDA,"Idaho Falls, ID",AZA,"Phoenix, AZ"
IDA,"Idaho Falls, ID",PDX,"Portland, OR"
IFP,"Bullhead City, AZ",AZA,"Phoenix, AZ"
IFP,"Bullhead City, AZ",GRK,"Killeen, TX"
IFP,"Bullhead City, AZ",DEN,"Denver, CO"
IFP,"Bullhead City, AZ",OAK,"Oakland, CA"
IFP,"Bullhead City, AZ",AZA,"Phoenix, AZ"
IFP,"Bullhead City, AZ",SEA,"Seattle, WA"
IFP,"Bullhead City, AZ",RNO,"Reno, NV"
IFP,"Bullhead City, AZ",PDX,"Portland, OR"
IFP,"Bullhead City, AZ",MAF,"Midland/Odessa, TX"
IFP,"Bullhead City, AZ",ALO,"Waterloo, IA"
IFP,"Bullhead City, AZ",TUS,"Tucson, AZ"
IFP,"Bullhead City, AZ",BIF,"El Paso, TX"
IFP,"Bullhead City, AZ",CLE,"Cleveland, OH"
IFP,"Bullhead City, AZ",MSP,"Minneapolis, MN"
IFP,"Bullhead City, AZ",RNO,"Reno, NV"
IFP,"Bullhead City, AZ",GRI,"Grand Island, NE"
IFP,"Bullhead City, AZ",MKE,"Milwaukee, WI"
IFP,"Bullhead City, AZ",SBN,"South Bend, IN"
IFP,"Bullhead City, AZ",MSN,"Madison, WI"
IFP,"Bullhead City, AZ",SFB,"Sanford, FL"
IFP,"Bullhead City, AZ",IND,"Indianapolis, IN"
IFP,"Bullhead City, AZ",ACT,"Waco, TX"
IFP,"Bullhead City, AZ",LAX,"Los Angeles, CA"
IFP,"Bullhead City, AZ",GGG,"Longview, TX"
IFP,"Bullhead City, AZ",BMI,"Bloomington/Normal, IL"
IFP,"Bullhead City, AZ",MLI,"Moline, IL"
IFP,"Bullhead City, AZ",DTW,"Detroit, MI"
IFP,"Bullhead City, AZ",STL,"St. Louis, MO"
IFP,"Bullhead City, AZ",LNK,"Lincoln, NE"
IFP,"Bullhead City, AZ",TYS,"Knoxville, TN"
IFP,"Bullhead City, AZ",CMH,"Columbus, OH"
IFP,"Bullhead City, AZ",OMA,"Omaha, NE"
IFP,"Bullhead City, AZ",TRI,"Bristol/Johnson City/Kingsport, TN"
IFP,"Bullhead City, AZ",MSP,"Minneapolis, MN"
IFP,"Bullhead City, AZ",EAU,"Eau Claire, WI"
IFP,"Bullhead City, AZ",RNO,"Reno, NV"
IFP,"Bullhead City, AZ",RST,"Rochester, MN"
IFP,"Bullhead City, AZ",SGF,"Springfield, MO"
IFP,"Bullhead City, AZ",LSE,"La Crosse, WI"
IFP,"Bullhead City, AZ",CWA,"Mosinee, WI"
IFP,"Bullhead City, AZ",FAR,"Fargo, ND"
IFP,"Bullhead City, AZ",DLH,"Duluth, MN"
IFP,"Bullhead City, AZ",GCK,"Garden City, KS"
IFP,"Bullhead City, AZ",MSN,"Madison, WI"
IFP,"Bullhead City, AZ",BRD,"Brainerd, MN"
IFP,"Bullhead City, AZ",DBQ,"Dubuque, IA"
IFP,"Bullhead City, AZ",HIB,"Hibbing, MN"
IFP,"Bullhead City, AZ",INL,"International Falls, MN"
IFP,"Bullhead City, AZ",HOU,"Houston, TX"
IFP,"Bullhead City, AZ",MSY,"New Orleans, LA"
IFP,"Bullhead City, AZ",BNA,"Nashville, TN"
IFP,"Bullhead City, AZ",MCI,"Kansas City, MO"
IFP,"Bullhead City, AZ",FSD,"Sioux Falls, SD"
IFP,"Bullhead City, AZ",GRR,"Grand Rapids, MI"
IFP,"Bullhead City, AZ",LIT,"Little Rock, AR"
IFP,"Bullhead City, AZ",STC,"St. Cloud, MN"
IGG,"Igiugig, AK",AKN,"King Salmon, AK"
IGG,"Igiugig, AK",KLL,"Levelock, AK"
IGG,"Igiugig, AK",AKN,"King Salmon, AK"
IGG,"Igiugig, AK",KNK,"Kokhanok, AK"
IGG,"Igiugig, AK",ILI,"Iliamna, AK"
IGG,"Igiugig, AK",EGX,"Egegik, AK"
IKO,"Nikolski, AK",DUT,"Unalaska, AK"
IKO,"Nikolski, AK",DUT,"Unalaska, AK"
ILG,"Wilmington, DE",HPN,"White Plains, NY"
ILG,"Wilmington, DE",MCO,"Orlando, FL"
ILI,"Iliamna, AK",ANC,"Anchorage, AK"
ILI,"Iliamna, AK",KNK,"Kokhanok, AK"
ILI,"Iliamna, AK",NNL,"Nondalton, AK"
ILI,"Iliamna, AK",ANC,"Anchorage, AK"
ILI,"Iliamna, AK",KNK,"Kokhanok, AK"
ILI,"Iliamna, AK",PDB,"Pedro Bay, AK"
ILI,"Iliamna, AK",NNL,"Nondalton, AK"
ILI,"Iliamna, AK",PTA,"Port Alsworth, AK"
